'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-12265','2018-04-05 02:11:49','239',20,'2018-04-05 02:38:09','154',6,25,5650
'SPB-04744','2018-04-05 02:12:24','237',12,'2018-04-05 02:21:03','2110',7,8,2020
'SPB-09970','2018-04-05 02:12:30','1403',11,'2018-04-05 03:06:21','1333',8,52,4560
'SPB-11818','2018-04-05 02:12:48','106',1,'2018-04-05 02:21:15','152',11,8,1400
'SPB-15060','2018-04-05 02:13:01','175',5,'2018-04-05 02:17:19','192',6,3,1100
'SPB-11995','2018-04-05 02:13:20','1308',6,'2018-04-05 02:25:15','637',4,11,2350
'SPB-14949','2018-04-05 02:13:26','113',24,'2018-04-05 02:29:24','164',7,15,2890
'SPB-15158','2018-04-05 02:13:27','2302',1,'2018-04-05 02:24:28','2219',3,10,2310
'SPB-09156','2018-04-05 02:13:43','1124',6,'2018-04-05 02:41:55','723',1,27,4410
'SPB-15058','2018-04-05 02:13:44','500',5,'2018-04-05 02:25:11','572',2,11,2660
'SPB-02667','2018-04-05 02:13:51','1222',6,'2018-04-05 02:48:14','1020',8,34,5040
'SPB-08671','2018-04-05 02:14:18','2050',4,'2018-04-05 02:57:18','2054',5,43,800
'SPB-11353','2018-04-05 02:15:29','1824',15,'2018-04-05 03:06:15','2103',2,51,4640
'SPB-06355','2018-04-05 02:15:50','107',5,'2018-04-05 02:27:08','101',1,11,2010
'SPB-10686','2018-04-05 02:16:31','1332',2,'2018-04-05 02:49:59','1619',9,32,4870
'SPB-09104','2018-04-05 02:16:36','1829',6,'2018-04-05 02:33:23','1823',2,16,2490
'SPB-03601','2018-04-05 02:17:00','2026',10,'2018-04-05 02:59:32','825',1,42,5990
'SPB-09666','2018-04-05 02:17:05','1403',10,'2018-04-05 02:24:56','1412',2,7,190
'SPB-13117','2018-04-05 02:17:08','1029',4,'2018-04-05 02:28:31','1030',5,10,1670
'SPB-09696','2018-04-05 02:17:19','1212',10,'2018-04-05 02:34:36','1244',3,16,2220
'SPB-02642','2018-04-05 02:17:22','247',6,'2018-04-05 02:20:27','244',4,2,590
'SPB-08341','2018-04-05 02:17:30','2241',3,'2018-04-05 02:29:07','2335',2,11,2050
'SPB-11102','2018-04-05 02:17:47','153',6,'2018-04-05 02:23:12','107',5,5,1030
'SPB-12955','2018-04-05 02:17:50','525',9,'2018-04-05 02:29:32','530',1,11,1460
'SPB-15017','2018-04-05 02:18:04','1029',2,'2018-04-05 02:26:04','1019',4,7,1740
'SPB-11640','2018-04-05 02:18:05','214',2,'2018-04-05 02:25:13','202',11,6,1180
'SPB-12028','2018-04-05 02:18:08','2057',8,'2018-04-05 02:23:40','2020',10,5,490
'SPB-02524','2018-04-05 02:18:15','1619',9,'2018-04-05 02:26:31','1637',3,7,1750
'SPB-08513','2018-04-05 02:18:21','1211',1,'2018-04-05 02:33:10','1222',6,14,2610
'SPB-05114','2018-04-05 02:18:27','568',2,'2018-04-05 02:34:11','635',3,15,3870
'SPB-12805','2018-04-05 02:18:38','568',8,'2018-04-05 02:34:30','635',10,14,3590
'SPB-13695','2018-04-05 02:18:44','113',25,'2018-04-05 02:45:02','914',7,25,5220
'SPB-10654','2018-04-05 02:18:45','1231',3,'2018-04-05 02:26:42','1222',15,7,1450
'SPB-05782','2018-04-05 02:19:05','148',4,'2018-04-05 02:28:30','126',5,9,1450
'SPB-07929','2018-04-05 02:19:23','925',8,'2018-04-05 02:27:10','913',5,7,1490
'SPB-04189','2018-04-05 02:19:24','113',20,'2018-04-05 02:30:10','153',5,10,1780
'SPB-12877','2018-04-05 02:19:28','1235',1,'2018-04-05 02:24:10','1222',7,4,290
'SPB-11132','2018-04-05 02:19:44','2214',12,'2018-04-05 02:36:15','2301',3,15,3690
'SPB-15475','2018-04-05 02:20:04','915',2,'2018-04-05 02:35:32','110',5,15,2870
'SPB-15824','2018-04-05 02:20:09','2265',16,'2018-04-05 02:29:03','2222',5,8,2060
'SPB-03324','2018-04-05 02:20:35','538',1,'2018-04-05 02:25:55','579',1,4,1140
'SPB-08779','2018-04-05 02:20:38','1656',9,'2018-04-05 02:34:47','1681',1,13,2110
'SPB-06401','2018-04-05 02:20:44','534',18,'2018-04-05 02:32:02','521',13,10,2130
'SPB-01713','2018-04-05 02:21:27','1308',2,'2018-04-05 02:43:23','1302',4,21,3130
'SPB-07638','2018-04-05 02:21:31','119',6,'2018-04-05 02:31:53','127',14,9,1100
'SPB-04797','2018-04-05 02:21:46','539',2,'2018-04-05 02:33:15','602',7,11,2280
'SPB-04925','2018-04-05 02:21:53','372',3,'2018-04-05 02:27:19','375',7,5,1590
'SPB-14134','2018-04-05 02:21:55','634',3,'2018-04-05 02:38:08','1534',9,15,3490
'SPB-12679','2018-04-05 02:22:03','1018',17,'2018-04-05 03:02:09','1246',25,38,5660
'SPB-12412','2018-04-05 02:22:51','1528',5,'2018-04-05 02:26:12','1515',2,3,800
'SPB-15508','2018-04-05 02:22:54','1131',5,'2018-04-05 02:35:06','1141',5,11,2380
'SPB-15629','2018-04-05 02:22:56','1013',10,'2018-04-05 02:25:29','1020',12,2,620
'SPB-08939','2018-04-05 02:23:01','183',7,'2018-04-05 02:39:40','176',6,16,2100
'SPB-01380','2018-04-05 02:23:02','1017',6,'2018-04-05 02:35:31','1019',7,12,2170
'SPB-02260','2018-04-05 02:23:13','183',1,'2018-04-05 02:39:13','176',10,15,2480
'SPB-08754','2018-04-05 02:23:36','1443',6,'2018-04-05 02:40:08','627',7,15,3570
'SPB-16244','2018-04-05 02:23:51','106',2,'2018-04-05 02:31:55','152',4,7,1870
'SPB-15370','2018-04-05 02:23:57','157',5,'2018-04-05 02:39:24','823',1,15,3130
'SPB-08533','2018-04-05 02:24:02','1131',3,'2018-04-05 02:57:22','1141',1,32,2400
'SPB-10581','2018-04-05 02:24:05','1928',3,'2018-04-05 02:43:51','1906',2,19,2280
'SPB-13395','2018-04-05 02:24:08','568',9,'2018-04-05 03:15:08','363',3,50,1670
'SPB-14013','2018-04-05 02:24:40','374',4,'2018-04-05 02:38:06','550',1,13,3050
'SPB-05046','2018-04-05 02:24:43','1840',11,'2018-04-05 03:10:09','2020',2,45,8220
'SPB-06543','2018-04-05 02:24:57','169',14,'2018-04-05 02:30:12','194',5,4,710
'SPB-07503','2018-04-05 02:25:22','271',7,'2018-04-05 02:34:51','221',4,9,1350
'SPB-11323','2018-04-05 02:26:02','2313',2,'2018-04-05 03:02:48','2303',5,34,4260
'SPB-11116','2018-04-05 02:26:26','154',6,'2018-04-05 02:34:10','107',4,7,1260
'SPB-03954','2018-04-05 02:26:28','2116',5,'2018-04-05 02:49:27','1911',8,22,5190
'SPB-14036','2018-04-05 02:26:30','637',1,'2018-04-05 02:42:23','1403',15,15,3510
'SPB-03464','2018-04-05 02:26:46','2360',2,'2018-04-05 02:34:29','2327',4,7,1030
'SPB-06779','2018-04-05 02:27:00','106',5,'2018-04-05 02:42:25','106',2,15,390
'SPB-06577','2018-04-05 02:27:05','537',5,'2018-04-05 02:29:52','579',2,2,580
'SPB-09291','2018-04-05 02:27:10','274',6,'2018-04-05 02:49:40','2054',4,21,4230
'SPB-05575','2018-04-05 02:27:21','1319',4,'2018-04-05 02:32:20','1321',2,4,1260
'SPB-07823','2018-04-05 02:27:22','3504',9,'2018-04-05 03:29:34','577',4,59,3800
'SPB-12401','2018-04-05 02:27:25','1643',5,'2018-04-05 02:33:36','1608',5,5,660
'SPB-10838','2018-04-05 02:27:27','1719',4,'2018-04-05 03:22:47','1719',1,53,12640
'SPB-10246','2018-04-05 02:27:50','1022',2,'2018-04-05 02:32:28','1018',9,4,980
'SPB-07723','2018-04-05 02:28:11','1010',14,'2018-04-05 02:38:16','1009',14,9,1400
'SPB-02149','2018-04-05 02:28:24','577',5,'2018-04-05 02:45:08','1008',9,16,2810
'SPB-13665','2018-04-05 02:28:37','914',7,'2018-04-05 03:57:09','913',3,88,3100
'SPB-04088','2018-04-05 02:28:47','624',1,'2018-04-05 02:46:08','643',3,17,3780
'SPB-10691','2018-04-05 02:28:59','1251',3,'2018-04-05 02:41:13','1221',6,12,1860
'SPB-12138','2018-04-05 02:29:19','568',4,'2018-04-05 02:42:51','568',3,13,51570
'SPB-12742','2018-04-05 02:29:28','572',19,'2018-04-05 02:41:41','602',7,11,1880
'SPB-12010','2018-04-05 02:29:28','2340',11,'2018-04-05 03:04:55','2032',9,32,7340
'SPB-04424','2018-04-05 02:30:15','3503',2,'2018-04-05 02:51:34','549',9,20,3700
'SPB-01884','2018-04-05 02:30:37','1044',3,'2018-04-05 02:43:04','1036',10,12,1840
'SPB-14115','2018-04-05 02:30:50','1635',8,'2018-04-05 02:40:13','1636',5,9,3640
'SPB-15499','2018-04-05 02:30:53','642',7,'2018-04-05 02:40:44','617',1,9,1160
'SPB-16033','2018-04-05 02:31:12','551',1,'2018-04-05 02:35:09','551',1,3,380
'SPB-09746','2018-04-05 02:31:50','184',1,'2018-04-05 02:35:05','151',10,3,430
'SPB-05233','2018-04-05 02:32:15','178',1,'2018-04-05 02:44:43','907',3,12,2720
'SPB-11301','2018-04-05 02:32:25','1652',7,'2018-04-05 02:48:36','1654',15,16,3670
'SPB-00820','2018-04-05 02:32:51','2246',10,'2018-04-05 03:06:43','2302',8,33,6200
'SPB-15621','2018-04-05 02:32:53','1822',1,'2018-04-05 02:51:44','1955',7,18,3610
'SPB-10239','2018-04-05 02:33:05','114',5,'2018-04-05 02:35:11','114',5,2,120
'SPB-07885','2018-04-05 02:33:23','274',8,'2018-04-05 02:39:25','258',8,5,610
'SPB-13424','2018-04-05 02:33:25','2304',1,'2018-04-05 02:43:20','2310',4,9,1730
'SPB-08306','2018-04-05 02:34:04','327',6,'2018-04-05 02:42:32','314',9,8,1080
'SPB-12851','2018-04-05 02:34:19','568',6,'2018-04-05 02:43:09','521',7,8,1310
'SPB-12524','2018-04-05 02:34:20','634',14,'2018-04-05 02:54:53','1442',1,20,2400
'SPB-08286','2018-04-05 02:34:28','403',14,'2018-04-05 02:41:13','411',4,6,1460
'SPB-05544','2018-04-05 02:34:51','1351',7,'2018-04-05 02:37:59','1308',1,2,590
'SPB-03924','2018-04-05 02:35:04','500',9,'2018-04-05 03:10:08','1405',7,34,7090
'SPB-10148','2018-04-05 02:35:09','127',5,'2018-04-05 02:41:41','143',1,6,870
'SPB-03676','2018-04-05 02:35:11','585',4,'2018-04-05 03:16:08','504',1,40,3150
'SPB-01514','2018-04-05 02:35:28','184',2,'2018-04-05 02:40:53','107',3,5,1330
'SPB-14441','2018-04-05 02:35:28','1603',1,'2018-04-05 02:59:41','1506',10,23,4830
'SPB-15588','2018-04-05 02:35:43','150',1,'2018-04-05 02:49:22','134',6,13,0
'SPB-08372','2018-04-05 02:35:50','2157',4,'2018-04-05 02:44:54','2106',7,8,930
'SPB-02270','2018-04-05 02:36:38','809',5,'2018-04-05 03:22:30','192',10,45,16050
'SPB-15409','2018-04-05 02:36:46','2303',9,'2018-04-05 03:22:57','2054',1,45,9190
'SPB-03979','2018-04-05 02:37:45','1010',17,'2018-04-05 03:14:26','1020',10,36,1990
'SPB-06748','2018-04-05 02:37:46','526',2,'2018-04-05 02:49:11','540',7,11,2330
'SPB-07935','2018-04-05 02:37:49','147',1,'2018-04-05 03:05:07','102',17,26,6510
'SPB-15628','2018-04-05 02:37:53','1010',9,'2018-04-05 03:06:07','1201',8,27,5630
'SPB-08604','2018-04-05 02:38:08','1248',6,'2018-04-05 03:01:17','1207',1,22,4050
'SPB-08338','2018-04-05 02:38:31','520',1,'2018-04-05 02:47:18','363',4,8,1200
'SPB-04232','2018-04-05 02:38:59','1230',5,'2018-04-05 04:09:52','1230',5,90,7960
'SPB-00298','2018-04-05 02:39:29','1230',1,'2018-04-05 04:09:59','1230',1,90,7980
'SPB-00534','2018-04-05 02:39:35','589',4,'2018-04-05 02:53:31','3506',4,13,1550
'SPB-08651','2018-04-05 02:40:09','641',1,'2018-04-05 02:48:30','640',1,8,1440
'SPB-06401','2018-04-05 02:40:56','521',13,'2018-04-05 03:02:22','623',2,21,3830
'SPB-08520','2018-04-05 02:41:16','180',1,'2018-04-05 02:53:13','144',5,11,2270
'SPB-14578','2018-04-05 02:41:38','510',4,'2018-04-05 03:10:00','2365',9,28,4830
'SPB-15017','2018-04-05 02:41:44','1019',4,'2018-04-05 03:25:33','1011',1,43,1360
'SPB-12150','2018-04-05 02:42:27','1531',4,'2018-04-05 02:48:03','1515',3,5,710
'SPB-05570','2018-04-05 02:42:48','2108',8,'2018-04-05 03:42:04','2102',4,58,14890
'SPB-15083','2018-04-05 02:42:55','1339',7,'2018-04-05 02:46:37','1339',7,3,820
'SPB-15472','2018-04-05 02:43:44','1914',2,'2018-04-05 02:52:12','1976',5,8,1440
'SPB-14050','2018-04-05 02:44:17','129',8,'2018-04-05 02:47:11','125',2,2,650
'SPB-06548','2018-04-05 02:44:30','2015',7,'2018-04-05 02:53:23','254',1,8,2700
'SPB-12982','2018-04-05 02:44:32','1308',10,'2018-04-05 02:49:49','612',20,5,980
'SPB-14133','2018-04-05 02:45:09','731',10,'2018-04-05 02:58:20','704',3,12,2100
'SPB-13595','2018-04-05 02:45:11','154',1,'2018-04-05 03:22:16','113',10,36,5180
'SPB-11795','2018-04-05 02:45:27','156',10,'2018-04-05 02:52:37','144',10,6,590
'SPB-06332','2018-04-05 02:45:27','154',2,'2018-04-05 03:22:13','113',25,36,5130
'SPB-03765','2018-04-05 02:46:38','1822',8,'2018-04-05 03:03:51','1831',7,16,2340
'SPB-09089','2018-04-05 02:46:47','912',6,'2018-04-05 02:56:38','913',1,9,1260
'SPB-02394','2018-04-05 02:46:52','1669',5,'2018-04-05 03:02:43','1681',12,15,2230
'SPB-10375','2018-04-05 02:46:55','102',16,'2018-04-05 03:13:00','108',9,24,980
'SPB-14861','2018-04-05 02:47:11','2205',10,'2018-04-05 03:17:50','2327',1,30,5560
'SPB-06379','2018-04-05 02:47:27','383',10,'2018-04-05 03:32:00','522',7,44,2390
'SPB-12575','2018-04-05 02:47:34','1952',2,'2018-04-05 02:53:31','1953',20,5,660
'SPB-04402','2018-04-05 02:47:46','1952',4,'2018-04-05 02:53:39','1953',17,5,790
'SPB-08059','2018-04-05 02:47:46','1437',1,'2018-04-05 02:56:36','602',10,8,1600
'SPB-06779','2018-04-05 02:48:36','106',2,'2018-04-05 02:59:14','103',3,10,810
'SPB-14959','2018-04-05 02:48:43','1709',11,'2018-04-05 04:08:57','1719',3,79,4060
'SPB-01156','2018-04-05 02:48:45','1120',1,'2018-04-05 04:12:15','248',8,83,9830
'SPB-12838','2018-04-05 02:48:47','613',2,'2018-04-05 02:58:49','641',3,9,1200
'SPB-02202','2018-04-05 02:48:48','2141',9,'2018-04-05 03:05:27','2113',9,16,4930
'SPB-11166','2018-04-05 02:49:00','2028',2,'2018-04-05 03:24:24','2219',14,33,4320
'SPB-01640','2018-04-05 02:49:09','584',16,'2018-04-05 02:56:12','514',1,6,1380
'SPB-12412','2018-04-05 02:49:23','1515',2,'2018-04-05 03:03:39','1535',10,13,2510
'SPB-09952','2018-04-05 02:49:37','1208',18,'2018-04-05 02:55:14','1019',4,5,890
'SPB-14114','2018-04-05 02:49:41','1128',8,'2018-04-05 02:54:03','1131',3,4,810
'SPB-12795','2018-04-05 02:49:59','1120',2,'2018-04-05 04:12:41','248',9,82,8730
'SPB-11600','2018-04-05 02:50:24','529',15,'2018-04-05 02:57:54','602',2,7,1070
'SPB-11116','2018-04-05 02:50:25','107',4,'2018-04-05 03:15:00','183',2,23,1920
'SPB-13424','2018-04-05 02:50:40','2310',4,'2018-04-05 02:56:20','2313',10,5,1190
'SPB-14137','2018-04-05 02:51:07','107',1,'2018-04-05 03:17:52','175',13,26,3870
'SPB-07998','2018-04-05 02:51:12','2028',6,'2018-04-05 03:24:08','2219',11,30,4750
'SPB-16005','2018-04-05 02:51:16','223',12,'2018-04-05 03:08:14','244',17,16,3940
'SPB-13451','2018-04-05 02:51:27','2303',5,'2018-04-05 03:23:49','2054',9,32,8720
'SPB-10898','2018-04-05 02:51:43','361',2,'2018-04-05 03:15:20','340',7,23,2840
'SPB-12339','2018-04-05 02:51:46','601',6,'2018-04-05 03:03:05','3519',4,10,2330
'SPB-01514','2018-04-05 02:51:47','107',3,'2018-04-05 03:17:50','175',5,25,3900
'SPB-16113','2018-04-05 02:51:48','703',4,'2018-04-05 02:59:18','704',13,7,1460
'SPB-14138','2018-04-05 02:52:14','633',6,'2018-04-05 02:57:23','601',10,4,980
'SPB-05709','2018-04-05 02:52:30','1115',3,'2018-04-05 03:18:37','408',3,25,5860
'SPB-03021','2018-04-05 02:52:34','605',8,'2018-04-05 03:16:17','3522',1,23,3540
'SPB-11514','2018-04-05 02:52:37','2327',15,'2018-04-05 04:37:38','2340',8,93,7580
'SPB-01311','2018-04-05 02:52:43','609',16,'2018-04-05 03:00:17','614',1,7,1780
'SPB-10214','2018-04-05 02:52:46','503',2,'2018-04-05 03:04:43','540',6,11,1480
'SPB-09156','2018-04-05 02:52:51','723',1,'2018-04-05 03:07:09','268',7,14,2840
'SPB-10900','2018-04-05 02:52:54','2329',1,'2018-04-05 03:18:59','2311',6,25,3660
'SPB-02690','2018-04-05 02:52:58','1001',15,'2018-04-05 03:11:01','1041',3,17,4360
'SPB-15710','2018-04-05 02:53:20','203',15,'2018-04-05 02:56:05','202',14,2,670
'SPB-12439','2018-04-05 02:54:18','1634',6,'2018-04-05 03:19:30','1627',1,24,3120
'SPB-05271','2018-04-05 02:55:25','1705',1,'2018-04-05 03:14:23','1656',10,18,2980
'SPB-14695','2018-04-05 02:55:28','812',1,'2018-04-05 03:06:49','806',2,11,2110
'SPB-08145','2018-04-05 02:55:41','922',6,'2018-04-05 03:02:25','908',8,6,830
'SPB-01749','2018-04-05 02:56:08','1317',3,'2018-04-05 03:39:22','1715',19,42,5630
'SPB-09069','2018-04-05 02:56:25','2016',4,'2018-04-05 03:12:05','235',7,14,1840
'SPB-05544','2018-04-05 02:57:06','1308',1,'2018-04-05 03:08:34','1321',7,11,1530
'SPB-11132','2018-04-05 02:57:07','2301',3,'2018-04-05 03:04:32','2308',14,7,62770
'SPB-12028','2018-04-05 02:59:55','2020',10,'2018-04-05 03:20:31','258',1,20,3880
'SPB-08513','2018-04-05 03:00:06','1222',6,'2018-04-05 03:58:49','1448',9,56,12260
'SPB-06779','2018-04-05 03:00:11','103',3,'2018-04-05 03:29:28','151',10,28,1020
'SPB-15241','2018-04-05 03:00:38','1503',3,'2018-04-05 03:10:47','1709',11,9,1510
'SPB-05141','2018-04-05 03:01:18','2308',14,'2018-04-05 03:47:19','1247',6,45,12070
'SPB-09728','2018-04-05 03:02:03','1222',5,'2018-04-05 03:58:44','1448',12,52,11880
'SPB-13491','2018-04-05 03:02:27','2165',10,'2018-04-05 03:09:42','2112',8,6,1540
'SPB-05547','2018-04-05 03:02:36','1411',6,'2018-04-05 03:08:26','1443',6,5,1180
'SPB-11923','2018-04-05 03:02:40','564',10,'2018-04-05 03:08:24','372',3,5,680
'SPB-13737','2018-04-05 03:02:47','381',9,'2018-04-05 03:17:32','327',10,14,3540
'SPB-13125','2018-04-05 03:03:01','1119',2,'2018-04-05 03:45:37','1119',2,39,5040
'SPB-14854','2018-04-05 03:03:16','906',1,'2018-04-05 03:15:36','901',10,11,2210
'SPB-14254','2018-04-05 03:03:24','923',10,'2018-04-05 03:07:45','953',1,4,660
'SPB-10944','2018-04-05 03:03:27','631',2,'2018-04-05 03:07:55','642',7,3,5310
'SPB-09759','2018-04-05 03:04:00','1504',6,'2018-04-05 03:26:00','1516',7,21,3030
'SPB-09816','2018-04-05 03:04:13','525',18,'2018-04-05 03:16:51','514',5,12,2510
'SPB-00517','2018-04-05 03:04:33','747',9,'2018-04-05 03:23:22','734',2,18,3560
'SPB-04007','2018-04-05 03:04:34','1920',10,'2018-04-05 03:21:32','252',8,16,3730
'SPB-09068','2018-04-05 03:04:49','1845',10,'2018-04-05 03:17:04','1830',13,12,1660
'SPB-11421','2018-04-05 03:05:25','1109',6,'2018-04-05 03:13:05','1112',3,7,1530
'SPB-09671','2018-04-05 03:05:29','1533',4,'2018-04-05 03:15:30','1605',5,9,2500
'SPB-07537','2018-04-05 03:05:41','1412',3,'2018-04-05 03:14:46','1433',5,8,2070
'SPB-03900','2018-04-05 03:05:55','815',2,'2018-04-05 03:10:58','832',9,4,770
'SPB-15786','2018-04-05 03:06:11','1407',7,'2018-04-05 03:28:10','1443',10,21,3920
'SPB-13616','2018-04-05 03:06:30','1616',3,'2018-04-05 03:10:56','1605',8,4,870
'SPB-14138','2018-04-05 03:07:09','601',10,'2018-04-05 03:22:49','601',10,15,1840
'SPB-06235','2018-04-05 03:07:10','1431',3,'2018-04-05 03:15:48','1433',3,8,1770
'SPB-15971','2018-04-05 03:08:09','375',1,'2018-04-05 03:23:13','361',2,14,1530
'SPB-08161','2018-04-05 03:08:27','949',1,'2018-04-05 04:22:58','916',7,68,3060
'SPB-14875','2018-04-05 03:08:33','2103',5,'2018-04-05 03:46:12','2139',6,37,3720
'SPB-13415','2018-04-05 03:09:50','375',4,'2018-04-05 03:23:11','361',1,13,1390
'SPB-13468','2018-04-05 03:09:54','263',3,'2018-04-05 03:30:29','252',4,20,4020
'SPB-10929','2018-04-05 03:10:13','378',10,'2018-04-05 03:14:40','362',1,4,610
'SPB-01926','2018-04-05 03:10:26','534',17,'2018-04-05 03:25:08','375',5,14,2610
'SPB-08129','2018-04-05 03:10:38','909',1,'2018-04-05 03:29:45','421',7,18,3570
'SPB-00534','2018-04-05 03:11:17','3506',4,'2018-04-05 03:23:47','504',4,12,1500
'SPB-14051','2018-04-05 03:11:30','1707',3,'2018-04-05 03:19:14','1702',3,7,2150
'SPB-15116','2018-04-05 03:11:43','832',15,'2018-04-05 03:47:13','2015',7,35,6230
'SPB-04320','2018-04-05 03:11:44','2025',3,'2018-04-05 03:54:02','2115',15,42,8340
'SPB-05301','2018-04-05 03:11:54','378',8,'2018-04-05 04:01:53','512',2,49,7660
'SPB-13424','2018-04-05 03:12:12','2313',10,'2018-04-05 03:43:36','2302',1,31,7160
'SPB-10396','2018-04-05 03:12:33','378',9,'2018-04-05 04:01:39','512',8,47,6880
'SPB-11550','2018-04-05 03:13:04','1531',1,'2018-04-05 03:21:06','1529',14,7,1710
'SPB-13929','2018-04-05 03:13:23','1115',9,'2018-04-05 03:24:03','1120',10,10,2110
'SPB-04424','2018-04-05 03:13:39','549',9,'2018-04-05 03:28:21','529',15,14,2910
'SPB-04639','2018-04-05 03:14:02','387',1,'2018-04-05 04:26:47','555',10,72,14530
'SPB-02819','2018-04-05 03:14:19','354',10,'2018-04-05 03:26:35','358',2,11,1960
'SPB-09696','2018-04-05 03:14:54','1244',3,'2018-04-05 03:24:23','1203',3,9,1420
'SPB-13395','2018-04-05 03:15:50','363',3,'2018-04-05 03:23:47','3514',8,7,1170
'SPB-15628','2018-04-05 03:16:17','1201',8,'2018-04-05 03:24:16','1244',5,7,1650
'SPB-15189','2018-04-05 03:16:22','525',1,'2018-04-05 03:29:17','560',2,12,3530
'SPB-15588','2018-04-05 03:16:26','134',6,'2018-04-05 03:50:34','931',10,33,0
'SPB-13537','2018-04-05 03:17:18','2241',4,'2018-04-05 03:22:48','2360',5,5,900
'SPB-07619','2018-04-05 03:17:38','625',7,'2018-04-05 03:31:26','614',19,12,2650
'SPB-08557','2018-04-05 03:17:39','540',8,'2018-04-05 03:31:40','551',10,13,2990
'SPB-15100','2018-04-05 03:18:00','118',3,'2018-04-05 03:23:24','122',1,5,610
'SPB-02245','2018-04-05 03:18:11','1841',4,'2018-04-05 03:49:43','2016',4,31,5150
'SPB-12035','2018-04-05 03:18:59','1145',6,'2018-04-05 03:37:19','1135',1,17,2860
'SPB-09545','2018-04-05 03:19:04','1211',2,'2018-04-05 03:25:22','1262',1,6,780
'SPB-12257','2018-04-05 03:19:47','1229',13,'2018-04-05 03:29:44','1247',9,9,2790
'SPB-11183','2018-04-05 03:19:50','1210',25,'2018-04-05 03:25:27','1209',11,5,1020
'SPB-11780','2018-04-05 03:19:59','1611',19,'2018-04-05 03:32:18','1450',1,12,1920
'SPB-00820','2018-04-05 03:20:36','2302',8,'2018-04-05 04:42:55','2302',2,81,9870
'SPB-13217','2018-04-05 03:20:57','1319',3,'2018-04-05 03:37:07','601',9,16,3220
'SPB-08180','2018-04-05 03:21:05','549',3,'2018-04-05 03:28:56','3501',9,7,1320
'SPB-14599','2018-04-05 03:21:17','2303',3,'2018-04-05 03:26:54','2277',3,4,1000
'SPB-14956','2018-04-05 03:21:38','2145',4,'2018-04-05 04:00:09','703',9,38,10030
'SPB-07803','2018-04-05 03:21:50','912',3,'2018-04-05 04:15:40','1129',9,50,11910
'SPB-09886','2018-04-05 03:22:03','1402',10,'2018-04-05 03:36:16','1448',1,13,1490
'SPB-04039','2018-04-05 03:22:09','529',14,'2018-04-05 03:29:53','602',7,7,1640
'SPB-09423','2018-04-05 03:22:16','1515',6,'2018-04-05 03:27:17','1531',10,4,850
'SPB-00449','2018-04-05 03:22:37','124',20,'2018-04-05 03:28:35','134',5,5,1080
'SPB-11705','2018-04-05 03:22:40','153',3,'2018-04-05 03:41:04','139',11,18,2660
'SPB-03954','2018-04-05 03:22:43','1911',8,'2018-04-05 03:43:15','2136',7,20,3190
'SPB-16234','2018-04-05 03:23:53','379',2,'2018-04-05 04:03:50','362',7,39,6430
'SPB-09710','2018-04-05 03:24:01','576',5,'2018-04-05 04:44:15','3501',10,77,2490
'SPB-09893','2018-04-05 03:24:38','515',10,'2018-04-05 03:32:33','3504',5,7,1740
