'자전거번호','대여일시','대여대여소번호','대여거치대','반납일시','반납대여소번호','반납거치대','이용시간(분)','이용거리(M)'
'SPB-04094','2018-04-23 21:35:14','808',1,'2018-04-23 21:59:24','811',12,23,2680
'SPB-11917','2018-04-23 21:35:43','173',1,'2018-04-23 21:43:19','826',14,7,1370
'SPB-12746','2018-04-23 21:36:25','1211',1,'2018-04-23 22:19:27','1286',7,41,6070
'SPB-11544','2018-04-23 21:36:42','1249',3,'2018-04-23 21:41:44','1205',2,4,820
'SPB-04816','2018-04-23 21:38:59','2111',3,'2018-04-23 21:45:06','2148',8,5,1020
'SPB-12839','2018-04-23 21:39:00','1008',1,'2018-04-23 21:45:55','1032',16,6,1390
'SPB-08299','2018-04-23 21:39:33','356',14,'2018-04-23 21:49:03','380',7,8,1980
'SPB-08153','2018-04-23 21:40:06','262',11,'2018-04-23 21:47:41','1906',6,7,1280
'SPB-06758','2018-04-23 21:41:27','1149',13,'2018-04-23 21:47:20','1113',2,5,930
'SPB-10922','2018-04-23 21:42:07','1668',1,'2018-04-23 21:51:43','1667',10,9,1710
'SPB-09887','2018-04-23 21:42:19','345',14,'2018-04-23 21:45:10','356',15,2,280
'SPB-05495','2018-04-23 21:42:24','2228',3,'2018-04-24 00:07:08','2228',1,144,960
'SPB-14178','2018-04-23 21:42:33','1224',11,'2018-04-23 21:57:16','1209',4,14,3140
'SPB-12397','2018-04-23 21:43:14','710',7,'2018-04-23 23:29:55','710',3,106,2260
'SPB-06731','2018-04-23 21:43:20','579',7,'2018-04-23 22:35:30','837',8,51,8190
'SPB-09125','2018-04-23 21:44:05','1114',1,'2018-04-23 21:53:28','1102',2,8,1450
'SPB-05617','2018-04-23 21:44:27','1308',1,'2018-04-23 22:01:02','631',9,16,3130
'SPB-06624','2018-04-23 21:44:42','202',14,'2018-04-23 21:47:48','210',1,2,560
'SPB-11025','2018-04-23 21:45:00','1602',9,'2018-04-23 22:44:03','1714',7,54,4030
'SPB-08957','2018-04-23 21:46:01','1220',10,'2018-04-23 22:01:58','2325',5,15,2740
'SPB-07304','2018-04-23 21:46:12','1158',9,'2018-04-23 22:02:57','1139',5,15,2810
'SPB-11162','2018-04-23 21:47:17','125',4,'2018-04-23 22:01:02','3102',2,13,2320
'SPB-09034','2018-04-23 21:47:20','817',6,'2018-04-23 21:50:09','816',5,2,480
'SPB-03964','2018-04-23 21:47:25','125',15,'2018-04-23 22:01:01','3102',4,13,2650
'SPB-12723','2018-04-23 21:48:06','912',7,'2018-04-23 21:57:08','901',1,8,1300
'SPB-06037','2018-04-23 21:49:30','1514',1,'2018-04-23 22:54:57','1514',1,65,1410
'SPB-02082','2018-04-23 21:49:59','2239',9,'2018-04-23 21:56:40','2297',3,6,1050
'SPB-03140','2018-04-23 21:51:16','1402',1,'2018-04-23 21:57:17','1456',5,5,770
'SPB-00649','2018-04-23 21:52:22','3102',8,'2018-04-23 22:01:55','170',9,8,1640
'SPB-01548','2018-04-23 21:53:04','1130',3,'2018-04-23 21:56:21','1131',2,2,560
'SPB-03574','2018-04-23 21:53:51','119',10,'2018-04-23 22:07:25','203',11,13,2970
'SPB-10663','2018-04-23 21:55:10','128',20,'2018-04-23 21:59:06','138',1,3,520
'SPB-06448','2018-04-23 21:55:51','1050',8,'2018-04-23 22:03:44','1011',13,7,1160
'SPB-00636','2018-04-23 21:56:21','115',1,'2018-04-23 22:10:02','102',9,13,2020
'SPB-09704','2018-04-23 21:57:33','917',7,'2018-04-23 22:03:04','901',4,5,740
'SPB-09310','2018-04-23 21:57:54','502',9,'2018-04-23 22:04:23','504',1,6,33480
'SPB-11618','2018-04-23 21:58:36','2252',3,'2018-04-23 22:29:12','2368',10,28,3240
'SPB-10722','2018-04-23 21:58:39','177',4,'2018-04-23 22:23:23','166',17,23,1750
'SPB-09244','2018-04-23 21:58:43','2353',6,'2018-04-23 22:40:26','512',4,39,5070
'SPB-12372','2018-04-23 21:59:04','913',6,'2018-04-23 22:09:26','932',10,8,1390
'SPB-10179','2018-04-23 22:00:32','525',2,'2018-04-23 22:09:36','520',3,8,1210
'SPB-09323','2018-04-23 22:00:43','409',23,'2018-04-23 22:47:23','409',20,44,880
'SPB-05805','2018-04-23 22:02:32','1536',14,'2018-04-23 22:17:35','1603',10,14,2590
'SPB-06430','2018-04-23 22:04:00','623',16,'2018-04-23 22:08:47','639',4,4,770
'SPB-09906','2018-04-23 22:05:06','314',8,'2018-04-23 22:11:52','302',12,6,960
'SPB-05563','2018-04-23 22:05:10','2220',10,'2018-04-23 22:23:37','2219',8,17,2030
'SPB-09732','2018-04-23 22:06:07','1126',4,'2018-04-23 22:38:17','1108',8,31,0
'SPB-07332','2018-04-23 22:06:09','253',10,'2018-04-23 22:30:53','241',4,22,1520
'SPB-10865','2018-04-23 22:06:27','1611',17,'2018-04-23 22:23:54','1660',2,16,1930
'SPB-11578','2018-04-23 22:07:21','1354',2,'2018-04-23 22:13:11','1320',2,5,950
'SPB-09246','2018-04-23 22:07:27','266',2,'2018-04-23 22:50:23','2139',5,40,8830
'SPB-07875','2018-04-23 22:07:31','405',8,'2018-04-23 22:10:29','406',3,2,570
'SPB-10681','2018-04-23 22:07:54','1636',5,'2018-04-23 22:17:58','1655',10,9,2030
'SPB-07748','2018-04-23 22:07:57','613',2,'2018-04-23 22:32:08','569',1,23,3590
'SPB-05469','2018-04-23 22:08:00','1620',8,'2018-04-23 22:18:37','1637',13,10,1250
'SPB-11789','2018-04-23 22:09:09','257',5,'2018-04-23 22:23:47','256',7,14,2140
'SPB-03130','2018-04-23 22:09:13','592',1,'2018-04-23 22:48:18','591',3,38,0
'SPB-05007','2018-04-23 22:09:18','913',10,'2018-04-23 22:26:27','933',9,16,1730
'SPB-11728','2018-04-23 22:09:40','625',4,'2018-04-23 22:16:41','642',6,6,1200
'SPB-03998','2018-04-23 22:10:00','136',4,'2018-04-23 22:14:15','125',2,3,1130
'SPB-08579','2018-04-23 22:10:01','1327',1,'2018-04-23 22:22:52','1333',11,12,960
'SPB-11462','2018-04-23 22:10:11','402',17,'2018-04-23 22:15:35','400',3,5,750
'SPB-09729','2018-04-23 22:10:49','1535',3,'2018-04-23 22:18:07','1535',7,7,1040
'SPB-11594','2018-04-23 22:11:17','2368',5,'2018-04-23 22:26:31','2251',1,15,3280
'SPB-08014','2018-04-23 22:11:19','2252',21,'2018-04-23 22:22:07','2243',5,10,2510
'SPB-12002','2018-04-23 22:11:47','412',20,'2018-04-23 22:38:10','182',1,25,4390
'SPB-09757','2018-04-23 22:12:02','386',5,'2018-04-23 22:19:48','341',9,7,1120
'SPB-12618','2018-04-23 22:12:30','702',2,'2018-04-23 22:24:10','1137',9,11,1630
'SPB-12222','2018-04-23 22:12:57','538',7,'2018-04-23 22:19:14','538',11,6,1490
'SPB-03358','2018-04-23 22:13:06','2065',2,'2018-04-23 22:18:58','250',10,5,710
'SPB-07405','2018-04-23 22:13:39','1308',2,'2018-04-23 22:26:06','615',19,11,1180
'SPB-03813','2018-04-23 22:14:40','1406',7,'2018-04-23 22:21:17','1402',8,6,1150
'SPB-07690','2018-04-23 22:16:59','1015',5,'2018-04-23 23:59:50','1034',12,101,1850
'SPB-05764','2018-04-23 22:17:01','1657',2,'2018-04-23 22:31:58','1722',1,14,1510
'SPB-04192','2018-04-23 22:17:21','418',7,'2018-04-23 22:24:24','413',1,6,1150
'SPB-05094','2018-04-23 22:17:27','1150',1,'2018-04-23 22:57:02','1160',16,39,3900
'SPB-05773','2018-04-23 22:17:31','1673',7,'2018-04-23 22:31:35','1712',15,13,1250
'SPB-08940','2018-04-23 22:18:20','240',10,'2018-04-23 22:22:57','262',11,4,420
'SPB-12629','2018-04-23 22:18:47','207',37,'2018-04-23 22:35:46','259',16,16,3680
'SPB-12447','2018-04-23 22:19:03','1719',4,'2018-04-23 22:29:51','1719',4,9,1410
'SPB-11491','2018-04-23 22:19:51','358',7,'2018-04-23 22:26:07','344',1,6,1280
'SPB-08527','2018-04-23 22:20:35','624',7,'2018-04-23 22:31:57','614',1,10,1500
'SPB-10116','2018-04-23 22:20:49','172',6,'2018-04-23 22:27:33','3102',3,6,690
'SPB-14533','2018-04-23 22:21:11','1246',19,'2018-04-23 22:37:22','1286',10,15,2790
'SPB-03000','2018-04-23 22:21:39','1260',3,'2018-04-23 22:33:37','1230',2,11,2110
'SPB-09786','2018-04-23 22:21:58','1719',3,'2018-04-24 00:08:04','1719',9,102,12520
'SPB-01916','2018-04-23 22:22:13','1719',2,'2018-04-24 00:08:05','1719',7,105,12690
'SPB-05811','2018-04-23 22:22:26','117',14,'2018-04-23 22:39:21','164',7,16,4750
'SPB-12263','2018-04-23 22:23:13','3101',9,'2018-04-23 22:40:13','123',18,16,2350
'SPB-03364','2018-04-23 22:23:29','1929',6,'2018-04-23 22:34:52','707',3,11,1950
'SPB-12936','2018-04-23 22:23:35','421',1,'2018-04-23 22:35:18','194',2,11,1820
'SPB-08547','2018-04-23 22:24:03','1985',2,'2018-04-23 22:46:02','275',4,21,3830
'SPB-11645','2018-04-23 22:24:40','710',3,'2018-04-23 22:29:38','1933',9,4,1280
'SPB-00836','2018-04-23 22:25:10','383',11,'2018-04-23 22:28:43','375',7,3,460
'SPB-07869','2018-04-23 22:25:14','2063',7,'2018-04-23 22:35:58','276',3,10,1350
'SPB-10118','2018-04-23 22:25:24','1247',3,'2018-04-23 22:51:34','2344',1,25,3530
'SPB-11320','2018-04-23 22:25:31','1662',5,'2018-04-23 22:30:26','1636',5,4,720
'SPB-05328','2018-04-23 22:25:57','1149',3,'2018-04-23 22:32:29','1106',8,6,870
'SPB-02361','2018-04-23 22:26:15','1149',5,'2018-04-23 23:10:03','1152',6,43,5530
'SPB-02801','2018-04-23 22:26:28','211',1,'2018-04-23 22:31:37','203',3,4,890
'SPB-10237','2018-04-23 22:27:24','905',1,'2018-04-23 22:56:40','933',6,28,2810
'SPB-09297','2018-04-23 22:27:37','2157',8,'2018-04-23 22:38:33','2127',5,9,2030
'SPB-07461','2018-04-23 22:28:16','194',5,'2018-04-23 22:47:17','141',20,18,1620
'SPB-03008','2018-04-23 22:28:28','633',5,'2018-04-23 22:45:59','627',1,17,3480
'SPB-10502','2018-04-23 22:29:22','2360',3,'2018-04-24 00:23:28','2360',4,110,14970
'SPB-12174','2018-04-23 22:29:55','407',4,'2018-04-23 22:55:02','103',8,24,4960
'SPB-05019','2018-04-23 22:29:58','574',6,'2018-04-23 22:40:27','584',12,10,2090
'SPB-11013','2018-04-23 22:30:45','1160',3,'2018-04-23 22:34:38','1166',1,3,800
'SPB-07912','2018-04-23 22:30:46','239',4,'2018-04-23 22:46:48','231',1,15,1440
'SPB-12517','2018-04-23 22:30:52','1906',14,'2018-04-23 22:44:44','1904',2,12,1260
'SPB-08940','2018-04-23 22:31:01','262',11,'2018-04-23 22:38:39','1904',7,7,570
'SPB-11646','2018-04-23 22:31:11','1209',17,'2018-04-23 22:36:31','1226',8,5,770
'SPB-09508','2018-04-23 22:31:44','613',5,'2018-04-23 22:35:48','361',5,3,760
'SPB-10076','2018-04-23 22:32:43','1705',3,'2018-04-23 22:44:44','1712',12,11,2210
'SPB-12479','2018-04-23 22:33:29','1201',1,'2018-04-23 23:13:35','2325',3,36,6710
'SPB-06608','2018-04-23 22:33:46','2122',6,'2018-04-23 22:54:28','2059',8,20,5360
'SPB-03910','2018-04-23 22:33:46','1229',1,'2018-04-23 23:04:11','1251',7,30,4640
'SPB-06294','2018-04-23 22:33:48','368',4,'2018-04-23 22:37:07','320',4,2,610
'SPB-08731','2018-04-23 22:34:35','358',4,'2018-04-23 22:39:23','359',1,4,840
'SPB-05498','2018-04-23 22:35:02','949',7,'2018-04-23 22:38:54','952',3,3,650
'SPB-05855','2018-04-23 22:36:02','1659',1,'2018-04-23 22:43:12','1669',1,6,1280
'SPB-06731','2018-04-23 22:36:14','837',8,'2018-04-23 22:42:33','837',8,5,0
'SPB-06577','2018-04-23 22:36:31','568',9,'2018-04-23 22:39:43','613',1,2,520
'SPB-06332','2018-04-23 22:36:31','260',10,'2018-04-23 23:07:15','1159',3,30,8130
'SPB-12669','2018-04-23 22:36:38','1653',1,'2018-04-23 22:50:40','1682',1,13,2040
'SPB-11388','2018-04-23 22:36:46','201',3,'2018-04-23 22:53:20','118',3,16,2360
'SPB-10750','2018-04-23 22:37:19','1117',4,'2018-04-23 23:17:47','131',11,40,8420
'SPB-07465','2018-04-23 22:37:36','1501',8,'2018-04-23 22:44:49','1531',10,6,1120
'SPB-02492','2018-04-23 22:38:35','111',10,'2018-04-23 22:52:34','153',6,13,2620
'SPB-11676','2018-04-23 22:38:59','1941',9,'2018-04-23 22:49:39','1981',2,10,1970
'SPB-11922','2018-04-23 22:39:01','1514',5,'2018-04-23 22:59:49','1707',11,20,2310
'SPB-12019','2018-04-23 22:39:15','1619',6,'2018-04-23 22:55:51','1635',1,15,3420
'SPB-12636','2018-04-23 22:39:28','179',2,'2018-04-23 22:43:17','165',8,3,700
'SPB-13209','2018-04-23 22:40:08','2128',1,'2018-04-23 22:47:20','2148',3,6,1200
'SPB-08244','2018-04-23 22:40:38','368',2,'2018-04-23 22:50:10','173',7,9,1470
'SPB-12791','2018-04-23 22:40:43','107',2,'2018-04-23 22:54:51','165',7,14,2420
'SPB-04038','2018-04-23 22:41:09','1831',10,'2018-04-23 22:45:49','1814',7,4,620
'SPB-07847','2018-04-23 22:41:17','638',4,'2018-04-23 22:45:25','623',11,3,830
'SPB-09244','2018-04-23 22:41:34','512',4,'2018-04-23 23:11:44','1444',3,28,3350
'SPB-08999','2018-04-23 22:41:37','1231',7,'2018-04-23 23:07:49','1201',4,23,2850
'SPB-11539','2018-04-23 22:42:15','509',8,'2018-04-23 22:46:36','589',6,4,780
'SPB-13796','2018-04-23 22:42:46','747',8,'2018-04-23 23:03:26','700',9,20,3250
'SPB-00395','2018-04-23 22:43:12','1925',6,'2018-04-23 23:12:24','230',1,28,5460
'SPB-05469','2018-04-23 22:43:26','1637',13,'2018-04-23 23:29:18','1666',10,45,7590
'SPB-11346','2018-04-23 22:43:27','1851',6,'2018-04-23 22:53:13','1957',1,9,1730
'SPB-08587','2018-04-23 22:43:49','1124',3,'2018-04-23 23:00:25','1131',4,16,2810
'SPB-10675','2018-04-23 22:44:06','194',6,'2018-04-23 22:56:06','131',23,11,2010
'SPB-11947','2018-04-23 22:44:07','1217',3,'2018-04-23 22:56:15','1263',1,12,880
'SPB-12190','2018-04-23 22:44:45','223',16,'2018-04-23 22:50:12','259',7,5,750
'SPB-08433','2018-04-23 22:44:57','501',2,'2018-04-23 23:14:17','503',14,27,2180
'SPB-03031','2018-04-23 22:45:02','1619',1,'2018-04-23 22:49:24','1681',1,4,830
'SPB-06083','2018-04-23 22:45:49','568',5,'2018-04-23 22:50:43','378',10,4,810
'SPB-07483','2018-04-23 22:45:54','540',5,'2018-04-23 22:49:08','3509',18,3,540
'SPB-12454','2018-04-23 22:45:57','389',1,'2018-04-23 22:56:26','330',3,10,920
'SPB-10594','2018-04-23 22:46:00','2327',15,'2018-04-23 22:57:03','2279',1,10,2010
'SPB-12726','2018-04-23 22:46:01','242',2,'2018-04-23 22:52:45','279',4,6,1180
'SPB-10608','2018-04-23 22:46:09','1925',11,'2018-04-23 22:58:28','1904',8,11,2470
'SPB-10518','2018-04-23 22:46:30','159',3,'2018-04-23 22:57:45','122',5,10,1430
'SPB-11107','2018-04-23 22:46:33','389',5,'2018-04-23 22:56:21','330',2,9,1320
'SPB-13203','2018-04-23 22:46:50','2230',6,'2018-04-23 22:50:20','2224',6,3,570
'SPB-12918','2018-04-23 22:46:57','1321',9,'2018-04-23 23:11:28','1539',4,23,6410
'SPB-12296','2018-04-23 22:47:04','329',3,'2018-04-23 23:18:14','1321',14,28,5380
'SPB-11453','2018-04-23 22:47:21','1267',3,'2018-04-23 22:58:32','1218',7,11,1050
'SPB-11132','2018-04-23 22:47:32','1228',1,'2018-04-23 22:56:15','1271',2,8,1400
'SPB-07959','2018-04-23 22:47:36','1217',14,'2018-04-23 23:04:02','1243',18,15,1510
'SPB-06629','2018-04-23 22:48:11','1248',15,'2018-04-23 22:53:13','1259',5,4,1030
'SPB-07854','2018-04-23 22:48:21','1120',9,'2018-04-23 22:55:58','1118',7,7,1300
'SPB-09323','2018-04-23 22:48:51','409',20,'2018-04-23 23:35:35','416',10,44,1580
'SPB-04230','2018-04-23 22:48:52','1941',8,'2018-04-23 23:27:12','1127',1,38,6890
'SPB-02406','2018-04-23 22:48:57','1440',8,'2018-04-23 22:57:15','1411',9,7,990
'SPB-10716','2018-04-23 22:49:00','391',8,'2018-04-23 23:00:06','158',7,10,1610
'SPB-09579','2018-04-23 22:49:01','270',10,'2018-04-23 23:09:54','2013',8,20,3520
'SPB-08338','2018-04-23 22:49:16','2327',3,'2018-04-23 23:14:49','2249',8,24,4800
'SPB-08133','2018-04-23 22:49:21','610',6,'2018-04-23 22:53:11','631',7,3,710
'SPB-00571','2018-04-23 22:49:26','421',3,'2018-04-23 22:58:49','415',10,9,1760
'SPB-11764','2018-04-23 22:49:34','192',7,'2018-04-23 22:54:09','155',9,4,980
'SPB-11992','2018-04-23 22:49:56','2141',12,'2018-04-23 22:55:33','2140',7,5,1040
'SPB-08481','2018-04-23 22:50:11','1328',3,'2018-04-23 23:38:32','1321',12,47,8180
'SPB-09900','2018-04-23 22:50:41','1914',7,'2018-04-23 23:27:32','2141',2,35,6680
'SPB-09753','2018-04-23 22:51:01','1211',5,'2018-04-23 23:06:58','1289',3,15,2980
'SPB-12784','2018-04-23 22:51:03','156',1,'2018-04-23 23:03:02','126',7,11,980
'SPB-08848','2018-04-23 22:51:11','1149',1,'2018-04-23 22:58:51','1109',6,6,1270
'SPB-10615','2018-04-23 22:51:48','315',2,'2018-04-23 23:06:03','349',7,14,2490
'SPB-11546','2018-04-23 22:52:04','3515',16,'2018-04-23 23:00:13','509',3,8,1080
'SPB-12941','2018-04-23 22:52:08','199',2,'2018-04-23 23:03:22','416',12,11,1530
'SPB-09982','2018-04-23 22:52:08','514',6,'2018-04-23 23:13:11','521',14,19,3540
'SPB-11277','2018-04-23 22:52:31','126',18,'2018-04-23 22:57:32','143',4,4,830
'SPB-01731','2018-04-23 22:52:56','1673',3,'2018-04-23 23:33:07','1451',3,39,8090
'SPB-10828','2018-04-23 22:53:03','590',1,'2018-04-23 23:01:33','548',2,8,1470
'SPB-11594','2018-04-23 22:53:39','2251',1,'2018-04-23 22:56:30','2255',7,2,530
'SPB-01577','2018-04-23 22:53:57','107',5,'2018-04-23 23:02:00','105',5,7,1260
'SPB-05488','2018-04-23 22:54:41','1006',10,'2018-04-24 00:10:09','1006',11,75,3830
'SPB-10127','2018-04-23 22:54:53','1206',13,'2018-04-23 23:05:58','1221',5,10,1390
'SPB-02443','2018-04-23 22:55:24','507',1,'2018-04-23 23:21:35','631',1,25,4080
'SPB-10076','2018-04-23 22:55:39','1712',12,'2018-04-23 23:16:25','1620',3,20,2710
'SPB-05019','2018-04-23 22:55:51','584',12,'2018-04-23 23:13:18','584',12,17,2160
'SPB-10916','2018-04-23 22:56:07','338',3,'2018-04-23 23:03:36','345',6,7,830
'SPB-06703','2018-04-23 22:56:09','1403',5,'2018-04-23 23:05:13','1405',3,8,1660
'SPB-13694','2018-04-23 22:57:05','3523',2,'2018-04-23 23:00:31','590',1,3,880
'SPB-10515','2018-04-23 22:57:16','126',20,'2018-04-23 23:02:34','143',7,5,1110
'SPB-06503','2018-04-23 22:57:26','605',1,'2018-04-23 23:12:09','624',7,14,2000
'SPB-11714','2018-04-23 22:57:44','2335',4,'2018-04-23 23:04:41','2339',6,6,870
'SPB-10745','2018-04-23 22:57:56','584',2,'2018-04-23 23:13:37','3510',9,15,2710
'SPB-11025','2018-04-23 22:58:30','1714',7,'2018-04-23 23:13:15','1637',1,13,2750
'SPB-01853','2018-04-23 22:58:53','500',7,'2018-04-23 23:06:42','3523',9,7,1230
'SPB-11897','2018-04-23 22:59:07','250',1,'2018-04-23 23:07:39','2050',4,8,480
'SPB-03254','2018-04-23 23:00:05','505',1,'2018-04-23 23:05:19','573',8,4,1160
'SPB-00576','2018-04-23 23:00:05','1271',11,'2018-04-23 23:17:01','1218',2,16,2380
'SPB-00656','2018-04-23 23:00:16','301',11,'2018-04-23 23:42:55','375',2,42,6050
'SPB-10024','2018-04-23 23:00:24','388',10,'2018-04-23 23:32:44','304',1,31,3650
'SPB-10341','2018-04-23 23:00:52','2335',8,'2018-04-23 23:06:06','2339',1,5,920
'SPB-09852','2018-04-23 23:01:03','916',5,'2018-04-23 23:09:50','901',5,8,35760
'SPB-07700','2018-04-23 23:01:05','712',13,'2018-04-23 23:09:23','737',4,7,1280
'SPB-09321','2018-04-23 23:01:39','262',10,'2018-04-23 23:15:45','1906',18,12,24880
'SPB-07847','2018-04-23 23:01:40','623',11,'2018-04-23 23:11:31','624',6,9,1330
'SPB-02751','2018-04-23 23:01:56','140',13,'2018-04-23 23:26:16','173',6,23,3270
'SPB-02256','2018-04-23 23:01:56','1940',10,'2018-04-23 23:44:27','1964',5,42,11980
'SPB-02528','2018-04-23 23:01:57','1440',6,'2018-04-23 23:12:48','1457',1,10,1470
'SPB-12930','2018-04-23 23:02:01','1038',9,'2018-04-23 23:04:26','1021',11,2,640
'SPB-07762','2018-04-23 23:02:07','1440',3,'2018-04-23 23:24:10','626',5,21,4200
'SPB-09159','2018-04-23 23:02:17','1278',2,'2018-04-23 23:26:10','1212',5,23,2170
'SPB-06266','2018-04-23 23:02:17','1985',5,'2018-04-23 23:27:10','2107',10,24,6330
'SPB-02488','2018-04-23 23:02:35','622',6,'2018-04-23 23:39:53','509',17,36,6590
'SPB-06064','2018-04-23 23:02:38','1946',10,'2018-04-23 23:10:36','1925',16,7,1440
'SPB-05275','2018-04-23 23:02:41','1911',8,'2018-04-23 23:32:50','253',10,29,4450
'SPB-11079','2018-04-23 23:02:48','245',2,'2018-04-23 23:24:31','151',9,20,3620
'SPB-09050','2018-04-23 23:03:05','1911',10,'2018-04-23 23:33:51','253',5,29,3280
'SPB-11243','2018-04-23 23:03:24','3513',10,'2018-04-23 23:06:20','3514',4,2,520
'SPB-10325','2018-04-23 23:03:48','301',14,'2018-04-23 23:31:41','919',5,27,5600
'SPB-14487','2018-04-23 23:03:50','106',3,'2018-04-23 23:09:46','101',2,5,810
'SPB-12154','2018-04-23 23:04:37','559',2,'2018-04-23 23:12:41','557',9,7,1580
'SPB-04981','2018-04-23 23:04:41','3508',7,'2018-04-24 00:26:28','3508',2,81,20310
'SPB-03410','2018-04-23 23:04:44','222',12,'2018-04-23 23:11:58','207',23,6,1310
'SPB-03696','2018-04-23 23:05:15','1960',1,'2018-04-23 23:23:57','1965',14,18,3390
'SPB-10859','2018-04-23 23:05:38','338',11,'2018-04-23 23:40:55','624',9,33,5920
'SPB-07757','2018-04-23 23:05:50','1316',4,'2018-04-23 23:10:24','1314',2,4,930
'SPB-08797','2018-04-23 23:06:06','122',8,'2018-04-23 23:26:05','111',1,19,1740
'SPB-05909','2018-04-23 23:06:23','551',4,'2018-04-23 23:33:27','553',3,26,5560
'SPB-06703','2018-04-23 23:06:34','1405',3,'2018-04-23 23:13:26','1436',7,6,1320
'SPB-05924','2018-04-23 23:07:01','1416',9,'2018-04-23 23:15:59','1440',7,8,1390
'SPB-11585','2018-04-23 23:07:02','114',12,'2018-04-23 23:17:17','155',10,9,1740
'SPB-02934','2018-04-23 23:07:02','388',9,'2018-04-23 23:17:42','1303',10,10,1610
'SPB-09303','2018-04-23 23:07:15','167',3,'2018-04-23 23:25:47','932',5,17,3450
'SPB-11886','2018-04-23 23:07:24','733',7,'2018-04-23 23:27:05','713',5,19,2550
'SPB-09748','2018-04-23 23:07:28','609',13,'2018-04-23 23:44:54','609',11,36,65150
'SPB-12464','2018-04-23 23:07:56','201',2,'2018-04-23 23:30:33','2009',1,21,4330
'SPB-05455','2018-04-23 23:07:58','179',3,'2018-04-23 23:17:36','175',1,9,2050
'SPB-10771','2018-04-23 23:08:08','948',1,'2018-04-23 23:16:17','164',1,7,970
'SPB-08999','2018-04-23 23:08:11','1201',4,'2018-04-23 23:37:46','2344',2,26,4260
'SPB-10237','2018-04-23 23:08:22','933',6,'2018-04-23 23:20:30','931',1,11,1340
'SPB-10594','2018-04-23 23:08:42','2279',1,'2018-04-23 23:42:58','2279',1,31,1590
'SPB-12373','2018-04-23 23:08:59','1961',5,'2018-04-23 23:24:26','703',4,14,2810
'SPB-07547','2018-04-23 23:09:05','2207',7,'2018-04-23 23:38:20','2252',2,27,3430
'SPB-00942','2018-04-23 23:09:39','3506',5,'2018-04-23 23:13:09','585',8,3,600
'SPB-11650','2018-04-23 23:09:48','829',6,'2018-04-24 00:42:27','1654',7,88,25160
'SPB-10519','2018-04-23 23:09:53','315',3,'2018-04-23 23:33:47','568',1,22,1290
'SPB-10545','2018-04-23 23:10:11','500',5,'2018-04-24 00:39:29','503',4,82,1600
'SPB-01049','2018-04-23 23:10:22','1437',1,'2018-04-23 23:46:41','1437',1,35,2200
'SPB-12876','2018-04-23 23:10:32','202',9,'2018-04-23 23:30:00','257',8,18,2240
'SPB-07431','2018-04-23 23:10:42','182',5,'2018-04-23 23:22:01','151',1,10,1140
'SPB-05194','2018-04-23 23:10:43','111',7,'2018-04-24 00:05:09','524',7,54,14370
'SPB-09875','2018-04-23 23:10:46','544',17,'2018-04-24 00:00:07','573',4,44,1790
'SPB-11778','2018-04-23 23:11:22','525',19,'2018-04-23 23:47:13','837',3,33,5510
'SPB-07943','2018-04-23 23:11:44','590',2,'2018-04-23 23:17:35','505',10,5,970
'SPB-12791','2018-04-23 23:11:46','165',7,'2018-04-23 23:18:38','155',15,6,990
'SPB-12823','2018-04-23 23:11:47','243',1,'2018-04-23 23:22:06','268',5,10,1220
'SPB-09342','2018-04-23 23:11:51','2373',15,'2018-04-23 23:34:40','2242',4,22,59280
'SPB-07869','2018-04-23 23:11:58','276',3,'2018-04-23 23:30:31','2016',1,17,3180
'SPB-11181','2018-04-23 23:12:00','1403',7,'2018-04-23 23:24:02','634',5,11,52410
'SPB-07461','2018-04-23 23:12:00','141',20,'2018-04-23 23:29:18','191',9,16,3220
'SPB-02362','2018-04-23 23:12:10','2141',11,'2018-04-23 23:26:24','2109',7,13,2760
'SPB-07504','2018-04-23 23:12:18','1673',5,'2018-04-23 23:34:11','1681',12,21,2910
'SPB-12524','2018-04-23 23:12:31','540',3,'2018-04-23 23:30:12','593',1,17,3860
'SPB-08960','2018-04-23 23:12:36','2293',2,'2018-04-23 23:46:12','2335',4,33,1040
'SPB-00762','2018-04-23 23:12:41','2373',4,'2018-04-23 23:28:58','2325',2,15,1530
'SPB-12935','2018-04-23 23:13:21','2373',3,'2018-04-23 23:30:56','2370',6,16,1940
'SPB-05971','2018-04-23 23:13:21','1611',5,'2018-04-24 00:06:19','1716',9,52,7360
'SPB-02649','2018-04-23 23:13:53','567',5,'2018-04-23 23:17:49','514',2,3,620
'SPB-11491','2018-04-23 23:14:07','344',1,'2018-04-23 23:22:15','388',10,7,1350
'SPB-12776','2018-04-23 23:14:11','1448',2,'2018-04-23 23:42:13','609',6,26,4810
'SPB-10065','2018-04-23 23:14:24','2211',8,'2018-04-23 23:21:06','2298',7,6,470
'SPB-11601','2018-04-23 23:14:57','540',8,'2018-04-23 23:24:53','516',6,9,1630
'SPB-13067','2018-04-23 23:15:33','112',1,'2018-04-23 23:59:30','401',4,41,9870
'SPB-04756','2018-04-23 23:16:16','905',5,'2018-04-23 23:23:53','941',4,7,1610
'SPB-13235','2018-04-23 23:16:27','240',5,'2018-04-23 23:32:52','1901',3,16,2660
